"%Röttgers, R. McKee, D, and Utschig, C, ""Temperature and salinity correction coefficients for light absorption by water in the visible to infrared spectral region"", Opt. Express, 2014";;;;;
% Data of the salinity correction coefficient for the light absorption coefficent of water, PsiS, given for a NaCl solution and artificial seawater (ASW);;;;;
"% s.d., standard deviation; n.d., not determined";;;;;
% remark: data of Fig. 8, for ASW <500 nm not reliable due to contamination problems, data combined with those calculated from reference [21], see paper for details;;;;;
wavelength (nm);wavenumber (1/cm);PsiS (1/m*L/g) NaCl;s.d. (1/m*L/g) NaCl;PsiS (1/m*L/g) ASW;s.d. (1/m*L/g) ASW
3790;2638.52;n.d.;n.d.;-1.03E+01;n.d.
3792;2637.13;n.d.;n.d.;-1.03E+01;n.d.
3794;2635.74;n.d.;n.d.;-1.03E+01;n.d.
3796;2634.35;n.d.;n.d.;-1.03E+01;n.d.
3798;2632.96;n.d.;n.d.;-1.03E+01;n.d.
3800;2631.58;n.d.;n.d.;-1.03E+01;n.d.
3802;2630.19;n.d.;n.d.;-1.03E+01;n.d.
3804;2628.81;n.d.;n.d.;-1.03E+01;n.d.
3806;2627.43;n.d.;n.d.;-1.03E+01;n.d.
3808;2626.05;n.d.;n.d.;-1.03E+01;n.d.
3810;2624.67;n.d.;n.d.;-1.03E+01;n.d.
3812;2623.29;n.d.;n.d.;-1.03E+01;n.d.
3814;2621.92;n.d.;n.d.;-1.03E+01;n.d.
3816;2620.55;n.d.;n.d.;-1.03E+01;n.d.
3818;2619.17;n.d.;n.d.;-1.03E+01;n.d.
3820;2617.8;n.d.;n.d.;-1.03E+01;n.d.
3822;2616.43;n.d.;n.d.;-1.03E+01;n.d.
3824;2615.06;n.d.;n.d.;-1.03E+01;n.d.
3826;2613.7;n.d.;n.d.;-1.03E+01;n.d.
3828;2612.33;n.d.;n.d.;-1.03E+01;n.d.
3830;2610.97;n.d.;n.d.;-1.03E+01;n.d.
3832;2609.6;n.d.;n.d.;-1.03E+01;n.d.
3834;2608.24;n.d.;n.d.;-1.03E+01;n.d.
3836;2606.88;n.d.;n.d.;-1.03E+01;n.d.
3838;2605.52;n.d.;n.d.;-1.04E+01;n.d.
3840;2604.17;n.d.;n.d.;-1.04E+01;n.d.
3842;2602.81;n.d.;n.d.;-1.04E+01;n.d.
3844;2601.46;n.d.;n.d.;-1.04E+01;n.d.
3846;2600.1;n.d.;n.d.;-1.04E+01;n.d.
3848;2598.75;n.d.;n.d.;-1.04E+01;n.d.
3850;2597.4;n.d.;n.d.;-1.04E+01;n.d.
3852;2596.05;n.d.;n.d.;-1.05E+01;n.d.
3854;2594.71;n.d.;n.d.;-1.05E+01;n.d.
3856;2593.36;n.d.;n.d.;-1.05E+01;n.d.
3858;2592.02;n.d.;n.d.;-1.05E+01;n.d.
3860;2590.67;n.d.;n.d.;-1.05E+01;n.d.
3862;2589.33;n.d.;n.d.;-1.06E+01;n.d.
3864;2587.99;n.d.;n.d.;-1.06E+01;n.d.
3866;2586.65;n.d.;n.d.;-1.06E+01;n.d.
3868;2585.32;n.d.;n.d.;-1.07E+01;n.d.
3870;2583.98;n.d.;n.d.;-1.07E+01;n.d.
3872;2582.64;n.d.;n.d.;-1.07E+01;n.d.
3874;2581.31;n.d.;n.d.;-1.07E+01;n.d.
3876;2579.98;n.d.;n.d.;-1.07E+01;n.d.
3878;2578.65;n.d.;n.d.;-1.08E+01;n.d.
3880;2577.32;n.d.;n.d.;-1.08E+01;n.d.
3882;2575.99;n.d.;n.d.;-1.08E+01;n.d.
3884;2574.67;n.d.;n.d.;-1.08E+01;n.d.
3886;2573.34;n.d.;n.d.;-1.08E+01;n.d.
3888;2572.02;n.d.;n.d.;-1.09E+01;n.d.
3890;2570.69;n.d.;n.d.;-1.09E+01;n.d.
3892;2569.37;n.d.;n.d.;-1.10E+01;n.d.
3894;2568.05;n.d.;n.d.;-1.10E+01;n.d.
3896;2566.74;n.d.;n.d.;-1.10E+01;n.d.
3898;2565.42;n.d.;n.d.;-1.10E+01;n.d.
3900;2564.1;n.d.;n.d.;-1.10E+01;n.d.
3902;2562.79;n.d.;n.d.;-1.11E+01;n.d.
3904;2561.48;n.d.;n.d.;-1.11E+01;n.d.
3906;2560.16;n.d.;n.d.;-1.11E+01;n.d.
3908;2558.85;n.d.;n.d.;-1.11E+01;n.d.
3910;2557.54;n.d.;n.d.;-1.12E+01;n.d.
3912;2556.24;n.d.;n.d.;-1.12E+01;n.d.
3914;2554.93;n.d.;n.d.;-1.12E+01;n.d.
3916;2553.63;n.d.;n.d.;-1.13E+01;n.d.
3918;2552.32;n.d.;n.d.;-1.13E+01;n.d.
3920;2551.02;n.d.;n.d.;-1.13E+01;n.d.
3922;2549.72;n.d.;n.d.;-1.14E+01;n.d.
3924;2548.42;n.d.;n.d.;-1.14E+01;n.d.
3926;2547.12;n.d.;n.d.;-1.14E+01;n.d.
3928;2545.82;n.d.;n.d.;-1.14E+01;n.d.
3930;2544.53;n.d.;n.d.;-1.15E+01;n.d.
3932;2543.23;n.d.;n.d.;-1.15E+01;n.d.
3934;2541.94;n.d.;n.d.;-1.16E+01;n.d.
3936;2540.65;n.d.;n.d.;-1.16E+01;n.d.
3938;2539.36;n.d.;n.d.;-1.17E+01;n.d.
3940;2538.07;n.d.;n.d.;-1.17E+01;n.d.
3942;2536.78;n.d.;n.d.;-1.17E+01;n.d.
3944;2535.5;n.d.;n.d.;-1.18E+01;n.d.
3946;2534.21;n.d.;n.d.;-1.18E+01;n.d.
3948;2532.93;n.d.;n.d.;-1.18E+01;n.d.
3950;2531.65;n.d.;n.d.;-1.19E+01;n.d.
3952;2530.36;n.d.;n.d.;-1.19E+01;n.d.
3954;2529.08;n.d.;n.d.;-1.19E+01;n.d.
3956;2527.81;n.d.;n.d.;-1.20E+01;n.d.
3958;2526.53;n.d.;n.d.;-1.20E+01;n.d.
3960;2525.25;n.d.;n.d.;-1.20E+01;n.d.
3962;2523.98;n.d.;n.d.;-1.21E+01;n.d.
3964;2522.7;n.d.;n.d.;-1.21E+01;n.d.
3966;2521.43;n.d.;n.d.;-1.22E+01;n.d.
3968;2520.16;n.d.;n.d.;-1.22E+01;n.d.
3970;2518.89;n.d.;n.d.;-1.22E+01;n.d.
3972;2517.62;n.d.;n.d.;-1.22E+01;n.d.
3974;2516.36;n.d.;n.d.;-1.23E+01;n.d.
3976;2515.09;n.d.;n.d.;-1.23E+01;n.d.
3978;2513.83;n.d.;n.d.;-1.23E+01;n.d.
3980;2512.56;n.d.;n.d.;-1.23E+01;n.d.
3982;2511.3;n.d.;n.d.;-1.24E+01;n.d.
3984;2510.04;n.d.;n.d.;-1.24E+01;n.d.
3986;2508.78;n.d.;n.d.;-1.24E+01;n.d.
3988;2507.52;n.d.;n.d.;-1.24E+01;n.d.
3990;2506.27;n.d.;n.d.;-1.24E+01;n.d.
3992;2505.01;n.d.;n.d.;-1.25E+01;n.d.
3994;2503.76;n.d.;n.d.;-1.25E+01;n.d.
3996;2502.5;n.d.;n.d.;-1.25E+01;n.d.
3998;2501.25;n.d.;n.d.;-1.25E+01;n.d.
4000;2500;n.d.;n.d.;-1.26E+01;n.d.
4002;2498.75;n.d.;n.d.;-1.26E+01;n.d.
4004;2497.5;n.d.;n.d.;-1.26E+01;n.d.
4006;2496.26;n.d.;n.d.;-1.26E+01;n.d.
4008;2495.01;n.d.;n.d.;-1.27E+01;n.d.
4010;2493.77;n.d.;n.d.;-1.27E+01;n.d.
4012;2492.52;n.d.;n.d.;-1.27E+01;n.d.
4014;2491.28;n.d.;n.d.;-1.28E+01;n.d.
4016;2490.04;n.d.;n.d.;-1.28E+01;n.d.
4018;2488.8;n.d.;n.d.;-1.28E+01;n.d.
4020;2487.56;n.d.;n.d.;-1.28E+01;n.d.
4022;2486.33;n.d.;n.d.;-1.29E+01;n.d.
4024;2485.09;n.d.;n.d.;-1.29E+01;n.d.
4026;2483.85;n.d.;n.d.;-1.29E+01;n.d.
4028;2482.62;n.d.;n.d.;-1.29E+01;n.d.
4030;2481.39;n.d.;n.d.;-1.30E+01;n.d.
4032;2480.16;n.d.;n.d.;-1.30E+01;n.d.
4034;2478.93;n.d.;n.d.;-1.30E+01;n.d.
4036;2477.7;n.d.;n.d.;-1.30E+01;n.d.
4038;2476.47;n.d.;n.d.;-1.30E+01;n.d.
4040;2475.25;n.d.;n.d.;-1.30E+01;n.d.
4042;2474.02;n.d.;n.d.;-1.31E+01;n.d.
4044;2472.8;n.d.;n.d.;-1.31E+01;n.d.
4046;2471.58;n.d.;n.d.;-1.31E+01;n.d.
4048;2470.36;n.d.;n.d.;-1.31E+01;n.d.
4050;2469.14;n.d.;n.d.;-1.31E+01;n.d.
4052;2467.92;n.d.;n.d.;-1.31E+01;n.d.
4054;2466.7;n.d.;n.d.;-1.31E+01;n.d.
4056;2465.48;n.d.;n.d.;-1.31E+01;n.d.
4058;2464.27;n.d.;n.d.;-1.31E+01;n.d.
4060;2463.05;n.d.;n.d.;-1.31E+01;n.d.
4062;2461.84;n.d.;n.d.;-1.32E+01;n.d.
4064;2460.63;n.d.;n.d.;-1.32E+01;n.d.
4066;2459.42;n.d.;n.d.;-1.32E+01;n.d.
4068;2458.21;n.d.;n.d.;-1.32E+01;n.d.
4070;2457;n.d.;n.d.;-1.32E+01;n.d.
4072;2455.8;n.d.;n.d.;-1.32E+01;n.d.
4074;2454.59;n.d.;n.d.;-1.32E+01;n.d.
4076;2453.39;n.d.;n.d.;-1.33E+01;n.d.
4078;2452.18;n.d.;n.d.;-1.33E+01;n.d.
4080;2450.98;n.d.;n.d.;-1.33E+01;n.d.
4082;2449.78;n.d.;n.d.;-1.33E+01;n.d.
4084;2448.58;n.d.;n.d.;-1.33E+01;n.d.
4086;2447.38;n.d.;n.d.;-1.33E+01;n.d.
4088;2446.18;n.d.;n.d.;-1.33E+01;n.d.
4090;2444.99;n.d.;n.d.;-1.33E+01;n.d.
4092;2443.79;n.d.;n.d.;-1.33E+01;n.d.
4094;2442.6;n.d.;n.d.;-1.33E+01;n.d.
4096;2441.41;n.d.;n.d.;-1.34E+01;n.d.
4098;2440.21;n.d.;n.d.;-1.33E+01;n.d.
4100;2439.02;n.d.;n.d.;-1.33E+01;n.d.
4102;2437.84;n.d.;n.d.;-1.33E+01;n.d.
4104;2436.65;n.d.;n.d.;-1.34E+01;n.d.
4106;2435.46;n.d.;n.d.;-1.34E+01;n.d.
4108;2434.27;n.d.;n.d.;-1.34E+01;n.d.
4110;2433.09;n.d.;n.d.;-1.34E+01;n.d.
4112;2431.91;n.d.;n.d.;-1.34E+01;n.d.
4114;2430.72;n.d.;n.d.;-1.35E+01;n.d.
4116;2429.54;n.d.;n.d.;-1.34E+01;n.d.
4118;2428.36;n.d.;n.d.;-1.34E+01;n.d.
4120;2427.18;n.d.;n.d.;-1.35E+01;n.d.
4122;2426.01;n.d.;n.d.;-1.35E+01;n.d.
4124;2424.83;n.d.;n.d.;-1.35E+01;n.d.
4126;2423.65;n.d.;n.d.;-1.35E+01;n.d.
4128;2422.48;n.d.;n.d.;-1.35E+01;n.d.
4130;2421.31;n.d.;n.d.;-1.35E+01;n.d.
4132;2420.14;n.d.;n.d.;-1.35E+01;n.d.
4134;2418.96;n.d.;n.d.;-1.35E+01;n.d.
4136;2417.79;n.d.;n.d.;-1.35E+01;n.d.
4138;2416.63;n.d.;n.d.;-1.35E+01;n.d.
4140;2415.46;n.d.;n.d.;-1.35E+01;n.d.
4142;2414.29;n.d.;n.d.;-1.35E+01;n.d.
4144;2413.13;n.d.;n.d.;-1.35E+01;n.d.
4146;2411.96;n.d.;n.d.;-1.35E+01;n.d.
4148;2410.8;n.d.;n.d.;-1.35E+01;n.d.
4150;2409.64;n.d.;n.d.;-1.35E+01;n.d.
4152;2408.48;n.d.;n.d.;-1.36E+01;n.d.
4154;2407.32;n.d.;n.d.;-1.36E+01;n.d.
4156;2406.16;n.d.;n.d.;-1.36E+01;n.d.
4158;2405;n.d.;n.d.;-1.36E+01;n.d.
4160;2403.85;n.d.;n.d.;-1.36E+01;n.d.
4162;2402.69;n.d.;n.d.;-1.36E+01;n.d.
4164;2401.54;n.d.;n.d.;-1.37E+01;n.d.
4166;2400.38;n.d.;n.d.;-1.37E+01;n.d.
4168;2399.23;n.d.;n.d.;-1.37E+01;n.d.
4170;2398.08;n.d.;n.d.;-1.37E+01;n.d.
4172;2396.93;n.d.;n.d.;-1.37E+01;n.d.
4174;2395.78;n.d.;n.d.;-1.37E+01;n.d.
4176;2394.64;n.d.;n.d.;-1.37E+01;n.d.
4178;2393.49;n.d.;n.d.;-1.37E+01;n.d.
4180;2392.34;n.d.;n.d.;-1.37E+01;n.d.
4182;2391.2;n.d.;n.d.;-1.37E+01;n.d.
4184;2390.06;n.d.;n.d.;-1.37E+01;n.d.
4186;2388.92;n.d.;n.d.;-1.38E+01;n.d.
4188;2387.77;n.d.;n.d.;-1.38E+01;n.d.
4190;2386.63;n.d.;n.d.;-1.38E+01;n.d.
4192;2385.5;n.d.;n.d.;-1.38E+01;n.d.
4194;2384.36;n.d.;n.d.;-1.39E+01;n.d.
4196;2383.22;n.d.;n.d.;-1.39E+01;n.d.
4198;2382.09;n.d.;n.d.;-1.39E+01;n.d.
4200;2380.95;n.d.;n.d.;-1.40E+01;n.d.
4202;2379.82;n.d.;n.d.;-1.40E+01;n.d.
4204;2378.69;n.d.;n.d.;-1.40E+01;n.d.
4206;2377.56;n.d.;n.d.;-1.41E+01;n.d.
4208;2376.43;n.d.;n.d.;-1.41E+01;n.d.
4210;2375.3;n.d.;n.d.;-1.42E+01;n.d.
4212;2374.17;n.d.;n.d.;-1.42E+01;n.d.
4214;2373.04;n.d.;n.d.;-1.43E+01;n.d.
4216;2371.92;n.d.;n.d.;-1.44E+01;n.d.
4218;2370.79;n.d.;n.d.;-1.44E+01;n.d.
4220;2369.67;n.d.;n.d.;-1.45E+01;n.d.
4222;2368.55;n.d.;n.d.;-1.46E+01;n.d.
4224;2367.42;n.d.;n.d.;-1.46E+01;n.d.
4226;2366.3;n.d.;n.d.;-1.47E+01;n.d.
4228;2365.18;n.d.;n.d.;-1.47E+01;n.d.
4230;2364.07;n.d.;n.d.;-1.48E+01;n.d.
4232;2362.95;n.d.;n.d.;-1.48E+01;n.d.
4234;2361.83;n.d.;n.d.;-1.49E+01;n.d.
4236;2360.72;n.d.;n.d.;-1.49E+01;n.d.
4238;2359.6;n.d.;n.d.;-1.49E+01;n.d.
4240;2358.49;n.d.;n.d.;-1.49E+01;n.d.
4242;2357.38;n.d.;n.d.;-1.49E+01;n.d.
4244;2356.27;n.d.;n.d.;-1.49E+01;n.d.
4246;2355.16;n.d.;n.d.;-1.48E+01;n.d.
4248;2354.05;n.d.;n.d.;-1.48E+01;n.d.
4250;2352.94;n.d.;n.d.;-1.47E+01;n.d.
4252;2351.83;n.d.;n.d.;-1.47E+01;n.d.
4254;2350.73;n.d.;n.d.;-1.47E+01;n.d.
4256;2349.62;n.d.;n.d.;-1.47E+01;n.d.
4258;2348.52;n.d.;n.d.;-1.47E+01;n.d.
4260;2347.42;n.d.;n.d.;-1.47E+01;n.d.
4262;2346.32;n.d.;n.d.;-1.48E+01;n.d.
4264;2345.22;n.d.;n.d.;-1.49E+01;n.d.
4266;2344.12;n.d.;n.d.;-1.50E+01;n.d.
4268;2343.02;n.d.;n.d.;-1.51E+01;n.d.
4270;2341.92;n.d.;n.d.;-1.51E+01;n.d.
4272;2340.82;n.d.;n.d.;-1.52E+01;n.d.
4274;2339.73;n.d.;n.d.;-1.52E+01;n.d.
4276;2338.63;n.d.;n.d.;-1.53E+01;n.d.
4278;2337.54;n.d.;n.d.;-1.53E+01;n.d.
4280;2336.45;n.d.;n.d.;-1.54E+01;n.d.
4282;2335.36;n.d.;n.d.;-1.54E+01;n.d.
4284;2334.27;n.d.;n.d.;-1.54E+01;n.d.
4286;2333.18;n.d.;n.d.;-1.54E+01;n.d.
4288;2332.09;n.d.;n.d.;-1.54E+01;n.d.
4290;2331;n.d.;n.d.;-1.55E+01;n.d.
4292;2329.92;n.d.;n.d.;-1.54E+01;n.d.
4294;2328.83;n.d.;n.d.;-1.55E+01;n.d.
4296;2327.75;n.d.;n.d.;-1.55E+01;n.d.
4298;2326.66;n.d.;n.d.;-1.55E+01;n.d.
4300;2325.58;n.d.;n.d.;-1.55E+01;n.d.
4302;2324.5;n.d.;n.d.;-1.55E+01;n.d.
4304;2323.42;n.d.;n.d.;-1.55E+01;n.d.
4306;2322.34;n.d.;n.d.;-1.56E+01;n.d.
4308;2321.26;n.d.;n.d.;-1.56E+01;n.d.
4310;2320.19;n.d.;n.d.;-1.56E+01;n.d.
4312;2319.11;n.d.;n.d.;-1.56E+01;n.d.
4314;2318.03;n.d.;n.d.;-1.57E+01;n.d.
4316;2316.96;n.d.;n.d.;-1.57E+01;n.d.
4318;2315.89;n.d.;n.d.;-1.57E+01;n.d.
4320;2314.81;n.d.;n.d.;-1.57E+01;n.d.
4322;2313.74;n.d.;n.d.;-1.57E+01;n.d.
4324;2312.67;n.d.;n.d.;-1.57E+01;n.d.
4326;2311.6;n.d.;n.d.;-1.58E+01;n.d.
4328;2310.54;n.d.;n.d.;-1.58E+01;n.d.
4330;2309.47;n.d.;n.d.;-1.58E+01;n.d.
4332;2308.4;n.d.;n.d.;-1.59E+01;n.d.
4334;2307.34;n.d.;n.d.;-1.59E+01;n.d.
4336;2306.27;n.d.;n.d.;-1.60E+01;n.d.
4338;2305.21;n.d.;n.d.;-1.60E+01;n.d.
4340;2304.15;n.d.;n.d.;-1.60E+01;n.d.
4342;2303.09;n.d.;n.d.;-1.61E+01;n.d.
4344;2302.03;n.d.;n.d.;-1.61E+01;n.d.
4346;2300.97;n.d.;n.d.;-1.62E+01;n.d.
4348;2299.91;n.d.;n.d.;-1.62E+01;n.d.
4350;2298.85;n.d.;n.d.;-1.63E+01;n.d.
4352;2297.79;n.d.;n.d.;-1.63E+01;n.d.
4354;2296.74;n.d.;n.d.;-1.63E+01;n.d.
4356;2295.68;n.d.;n.d.;-1.64E+01;n.d.
4358;2294.63;n.d.;n.d.;-1.64E+01;n.d.
4360;2293.58;n.d.;n.d.;-1.65E+01;n.d.
4362;2292.53;n.d.;n.d.;-1.66E+01;n.d.
4364;2291.48;n.d.;n.d.;-1.66E+01;n.d.
4366;2290.43;n.d.;n.d.;-1.66E+01;n.d.
4368;2289.38;n.d.;n.d.;-1.67E+01;n.d.
4370;2288.33;n.d.;n.d.;-1.67E+01;n.d.
4372;2287.28;n.d.;n.d.;-1.68E+01;n.d.
4374;2286.24;n.d.;n.d.;-1.68E+01;n.d.
4376;2285.19;n.d.;n.d.;-1.69E+01;n.d.
4378;2284.15;n.d.;n.d.;-1.69E+01;n.d.
4380;2283.11;n.d.;n.d.;-1.70E+01;n.d.
4382;2282.06;n.d.;n.d.;-1.70E+01;n.d.
4384;2281.02;n.d.;n.d.;-1.70E+01;n.d.
4386;2279.98;n.d.;n.d.;-1.71E+01;n.d.
4388;2278.94;n.d.;n.d.;-1.71E+01;n.d.
4390;2277.9;n.d.;n.d.;-1.72E+01;n.d.
4392;2276.87;n.d.;n.d.;-1.72E+01;n.d.
4394;2275.83;n.d.;n.d.;-1.73E+01;n.d.
4396;2274.8;n.d.;n.d.;-1.73E+01;n.d.
4398;2273.76;n.d.;n.d.;-1.74E+01;n.d.
4400;2272.73;n.d.;n.d.;-1.74E+01;n.d.
4402;2271.69;n.d.;n.d.;-1.75E+01;n.d.
4404;2270.66;n.d.;n.d.;-1.75E+01;n.d.
4406;2269.63;n.d.;n.d.;-1.76E+01;n.d.
4408;2268.6;n.d.;n.d.;-1.76E+01;n.d.
4410;2267.57;n.d.;n.d.;-1.77E+01;n.d.
4412;2266.55;n.d.;n.d.;-1.77E+01;n.d.
4414;2265.52;n.d.;n.d.;-1.77E+01;n.d.
4416;2264.49;n.d.;n.d.;-1.78E+01;n.d.
4418;2263.47;n.d.;n.d.;-1.78E+01;n.d.
4420;2262.44;n.d.;n.d.;-1.79E+01;n.d.
4422;2261.42;n.d.;n.d.;-1.79E+01;n.d.
4424;2260.4;n.d.;n.d.;-1.80E+01;n.d.
4426;2259.38;n.d.;n.d.;-1.81E+01;n.d.
4428;2258.36;n.d.;n.d.;-1.81E+01;n.d.
4430;2257.34;n.d.;n.d.;-1.82E+01;n.d.
4432;2256.32;n.d.;n.d.;-1.83E+01;n.d.
4434;2255.3;n.d.;n.d.;-1.83E+01;n.d.
4436;2254.28;n.d.;n.d.;-1.84E+01;n.d.
4438;2253.27;n.d.;n.d.;-1.84E+01;n.d.
4440;2252.25;n.d.;n.d.;-1.84E+01;n.d.
4442;2251.24;n.d.;n.d.;-1.85E+01;n.d.
4444;2250.23;n.d.;n.d.;-1.85E+01;n.d.
4446;2249.21;n.d.;n.d.;-1.86E+01;n.d.
4448;2248.2;n.d.;n.d.;-1.86E+01;n.d.
4450;2247.19;n.d.;n.d.;-1.87E+01;n.d.
4452;2246.18;n.d.;n.d.;-1.88E+01;n.d.
4454;2245.17;n.d.;n.d.;-1.88E+01;n.d.
4456;2244.17;n.d.;n.d.;-1.88E+01;n.d.
4458;2243.16;n.d.;n.d.;-1.89E+01;n.d.
4460;2242.15;n.d.;n.d.;-1.89E+01;n.d.
4462;2241.15;n.d.;n.d.;-1.90E+01;n.d.
4464;2240.14;n.d.;n.d.;-1.90E+01;n.d.
4466;2239.14;n.d.;n.d.;-1.91E+01;n.d.
4468;2238.14;n.d.;n.d.;-1.91E+01;n.d.
4470;2237.14;n.d.;n.d.;-1.92E+01;n.d.
4472;2236.14;n.d.;n.d.;-1.92E+01;n.d.
4474;2235.14;n.d.;n.d.;-1.92E+01;n.d.
4476;2234.14;n.d.;n.d.;-1.93E+01;n.d.
4478;2233.14;n.d.;n.d.;-1.93E+01;n.d.
4480;2232.14;n.d.;n.d.;-1.94E+01;n.d.
4482;2231.15;n.d.;n.d.;-1.94E+01;n.d.
4484;2230.15;n.d.;n.d.;-1.94E+01;n.d.
4486;2229.16;n.d.;n.d.;-1.95E+01;n.d.
4488;2228.16;n.d.;n.d.;-1.95E+01;n.d.
4490;2227.17;n.d.;n.d.;-1.95E+01;n.d.
4492;2226.18;n.d.;n.d.;-1.96E+01;n.d.
4494;2225.19;n.d.;n.d.;-1.96E+01;n.d.
4496;2224.2;n.d.;n.d.;-1.96E+01;n.d.
4498;2223.21;n.d.;n.d.;-1.97E+01;n.d.
4500;2222.22;n.d.;n.d.;-1.97E+01;n.d.
4502;2221.24;n.d.;n.d.;-1.97E+01;n.d.
4504;2220.25;n.d.;n.d.;-1.98E+01;n.d.
4506;2219.26;n.d.;n.d.;-1.98E+01;n.d.
4508;2218.28;n.d.;n.d.;-1.99E+01;n.d.
4510;2217.29;n.d.;n.d.;-1.99E+01;n.d.
4512;2216.31;n.d.;n.d.;-1.99E+01;n.d.
4514;2215.33;n.d.;n.d.;-2.00E+01;n.d.
4516;2214.35;n.d.;n.d.;-2.00E+01;n.d.
4518;2213.37;n.d.;n.d.;-1.99E+01;n.d.
4520;2212.39;n.d.;n.d.;-1.99E+01;n.d.
4522;2211.41;n.d.;n.d.;-1.99E+01;n.d.
4524;2210.43;n.d.;n.d.;-2.00E+01;n.d.
4526;2209.46;n.d.;n.d.;-2.00E+01;n.d.
4528;2208.48;n.d.;n.d.;-2.00E+01;n.d.
4530;2207.51;n.d.;n.d.;-2.01E+01;n.d.
4532;2206.53;n.d.;n.d.;-2.01E+01;n.d.
4534;2205.56;n.d.;n.d.;-2.01E+01;n.d.
4536;2204.59;n.d.;n.d.;-2.01E+01;n.d.
4538;2203.61;n.d.;n.d.;-2.01E+01;n.d.
4540;2202.64;n.d.;n.d.;-2.01E+01;n.d.
4542;2201.67;n.d.;n.d.;-2.01E+01;n.d.
4544;2200.7;n.d.;n.d.;-2.01E+01;n.d.
4546;2199.74;n.d.;n.d.;-2.01E+01;n.d.
4548;2198.77;n.d.;n.d.;-2.01E+01;n.d.
4550;2197.8;n.d.;n.d.;-2.01E+01;n.d.
4552;2196.84;n.d.;n.d.;-2.01E+01;n.d.
4554;2195.87;n.d.;n.d.;-2.01E+01;n.d.
4556;2194.91;n.d.;n.d.;-2.01E+01;n.d.
4558;2193.94;n.d.;n.d.;-2.01E+01;n.d.
4560;2192.98;n.d.;n.d.;-2.01E+01;n.d.
4562;2192.02;n.d.;n.d.;-2.01E+01;n.d.
4564;2191.06;n.d.;n.d.;-2.00E+01;n.d.
4566;2190.1;n.d.;n.d.;-2.00E+01;n.d.
4568;2189.14;n.d.;n.d.;-2.00E+01;n.d.
4570;2188.18;n.d.;n.d.;-1.99E+01;n.d.
4572;2187.23;n.d.;n.d.;-2.00E+01;n.d.
4574;2186.27;n.d.;n.d.;-1.99E+01;n.d.
4576;2185.31;n.d.;n.d.;-1.99E+01;n.d.
4578;2184.36;n.d.;n.d.;-1.99E+01;n.d.
4580;2183.41;n.d.;n.d.;-1.99E+01;n.d.
4582;2182.45;n.d.;n.d.;-1.98E+01;n.d.
4584;2181.5;n.d.;n.d.;-1.98E+01;n.d.
4586;2180.55;n.d.;n.d.;-1.97E+01;n.d.
4588;2179.6;n.d.;n.d.;-1.97E+01;n.d.
4590;2178.65;n.d.;n.d.;-1.96E+01;n.d.
4592;2177.7;n.d.;n.d.;-1.96E+01;n.d.
4594;2176.75;n.d.;n.d.;-1.95E+01;n.d.
4596;2175.81;n.d.;n.d.;-1.95E+01;n.d.
4598;2174.86;n.d.;n.d.;-1.94E+01;n.d.
4600;2173.91;n.d.;n.d.;-1.94E+01;n.d.
4602;2172.97;n.d.;n.d.;-1.93E+01;n.d.
4604;2172.02;n.d.;n.d.;-1.93E+01;n.d.
4606;2171.08;n.d.;n.d.;-1.92E+01;n.d.
4608;2170.14;n.d.;n.d.;-1.91E+01;n.d.
4610;2169.2;n.d.;n.d.;-1.90E+01;n.d.
4612;2168.26;n.d.;n.d.;-1.89E+01;n.d.
4614;2167.32;n.d.;n.d.;-1.89E+01;n.d.
4616;2166.38;n.d.;n.d.;-1.88E+01;n.d.
4618;2165.44;n.d.;n.d.;-1.87E+01;n.d.
4620;2164.5;n.d.;n.d.;-1.86E+01;n.d.
4622;2163.57;n.d.;n.d.;-1.85E+01;n.d.
4624;2162.63;n.d.;n.d.;-1.85E+01;n.d.
4626;2161.69;n.d.;n.d.;-1.84E+01;n.d.
4628;2160.76;n.d.;n.d.;-1.83E+01;n.d.
4630;2159.83;n.d.;n.d.;-1.82E+01;n.d.
4632;2158.89;n.d.;n.d.;-1.81E+01;n.d.
4634;2157.96;n.d.;n.d.;-1.80E+01;n.d.
4636;2157.03;n.d.;n.d.;-1.80E+01;n.d.
4638;2156.1;n.d.;n.d.;-1.79E+01;n.d.
4640;2155.17;n.d.;n.d.;-1.78E+01;n.d.
4642;2154.24;n.d.;n.d.;-1.77E+01;n.d.
4644;2153.32;n.d.;n.d.;-1.76E+01;n.d.
4646;2152.39;n.d.;n.d.;-1.74E+01;n.d.
4648;2151.46;n.d.;n.d.;-1.73E+01;n.d.
4650;2150.54;n.d.;n.d.;-1.72E+01;n.d.
4652;2149.61;n.d.;n.d.;-1.70E+01;n.d.
4654;2148.69;n.d.;n.d.;-1.69E+01;n.d.
4656;2147.77;n.d.;n.d.;-1.68E+01;n.d.
4658;2146.84;n.d.;n.d.;-1.67E+01;n.d.
4660;2145.92;n.d.;n.d.;-1.66E+01;n.d.
4662;2145;n.d.;n.d.;-1.65E+01;n.d.
4664;2144.08;n.d.;n.d.;-1.64E+01;n.d.
4666;2143.16;n.d.;n.d.;-1.62E+01;n.d.
4668;2142.25;n.d.;n.d.;-1.61E+01;n.d.
4670;2141.33;n.d.;n.d.;-1.60E+01;n.d.
4672;2140.41;n.d.;n.d.;-1.58E+01;n.d.
